ce,ganguli,subparva,similarity,note,first_words_ganguli
12.222,12.229,Mokshadharma Parva,0.59,,"""Yudhishthira said, 'By what disposition, what course of duties, what "
12.223,12.230,Mokshadharma Parva,0.32,,"""Yudhishthira said, 'What man is there who is dear to all, who gladden"
12.224,12.231;12.232,Mokshadharma Parva,0.30,,"""Yudhishthira said, 'I desire, O thou of Kuru's race, to know what the"
12.225,12.233,Mokshadharma Parva,0.20,,"""Vyasa said, 'I shall now tell thee, how, when his day is gone and his"
12.226,12.234,Mokshadharma Parva,0.41,,"""Vyasa said, 'Thou hadst asked me about the Creation of all beings; I "
12.227,12.235,Mokshadharma Parva,0.04,,"""Vyasa said, 'The knowledge called Trayi which occurs in the Vedas and"
12.228,12.236,Mokshadharma Parva,0.14,,"""Vyasa said, 'If Emancipation be desirable, then knowledge should be a"
12.229,12.237,Mokshadharma Parva,0.12,,"""Vyasa said, 'Borne up and down in life's ocean, he that is capable of"
12.230,12.238,Mokshadharma Parva,0.17,,"""Vyasa said, 'These, then, are the obligatory acts ordained for Brahma"
12.231,12.239,Mokshadharma Parva,0.05,,"""Bhishma said, 'Thus addressed (by his sire), Suka, highly applauding "
12.232,12.240,Mokshadharma Parva,0.10,,"""Vyasa said, 'O excellent son, asked by thee, I have told thee truly w"
12.233,12.241,Mokshadharma Parva,0.21,,"""Suka said, 'The declarations of the Vedas are twofold. They once Jay "
12.234,12.242,Mokshadharma Parva,0.23,,"""Suka said, 'I have now understood that there are two kinds of creatio"
12.235,12.243,Mokshadharma Parva,0.13,,"""Vyasa said, 'Observant of meritorious vows, the householder, for the "
12.236,12.244,Mokshadharma Parva,0.29,,"""Bhishma said, ""Though hast been told what the duties of domesticity a"
12.237,12.245,Mokshadharma Parva,0.01,,"""Suka said, 'While living in the due observance of the duties of the f"
12.238,12.246,Mokshadharma Parva,0.06,,"""Vyasa said, 'The Jiva-soul is endued with all those entities that are"
12.239,12.247,Mokshadharma Parva,0.28,,"""Suka said, 'O illustrious one, O foremost of Rishis, once again disco"
12.240,12.248,Mokshadharma Parva,0.10,,"""Vyasa said, 'The mind creates (within itself) numerous ideas (of obje"
12.241,12.249,Mokshadharma Parva,0.08,,"""Vyasa said, 'The objects by which one is surrounded are created by th"
12.242,12.250,Mokshadharma Parva,0.02,,"""Suka said, 'Let thy reverence tell me of that which is the foremost o"
12.243,12.251,Mokshadharma Parva,0.10,,"""Vyasa said, 'One should not show any affection for scents and tastes "
12.244,12.252,Mokshadharma Parva,0.06,,"""Vyasa said, 'Unto a disciple that wishes to enquire after Emancipatio"
12.245,12.253,Mokshadharma Parva,0.06,,"""Vyasa said, 'Those that are conversant with the scriptures behold, wi"
12.246,12.254,Mokshadharma Parva,0.05,,"""Vyasa said, 'There is a wonderful tree, called Desire, in the heart o"
12.247,12.255,Mokshadharma Parva,0.00,,"""Bhishma said, 'Do thou, O son, O sinless one, listen once more, with "
12.248,12.256,Mokshadharma Parva,0.24,,"""Yudhishthira said, 'These lords of earth that lie on the earth's surf"
12.249,12.257,Mokshadharma Parva,0.17,,"""Sthanu said, 'Know, O lord, that my solicitations to thee are on beha"
12.250,12.258,Mokshadharma Parva,0.15,,"""Narada said, 'The large-eyed lady, controlling her grief by an effort"
12.251,12.259,Mokshadharma Parva,0.09,,"""Yudhishthira said, 'All men that inhabit this earth are filled with d"
12.252,12.260,Mokshadharma Parva,0.15,,"""Yudhishthira said, 'Thou sayest that righteousness or duty depends up"
12.253,12.261,Mokshadharma Parva,0.65,,"""Bhishma said, 'In this connection is cited the old narrative of the c"
12.254,12.262,Mokshadharma Parva,0.28,,"""Bhishma said, 'Thus addressed by the intelligent Tuladhara on that oc"
12.255,12.263,Mokshadharma Parva,0.12,,"""Jajali said, 'This course of duty that thou, O holder of scales, prea"
12.256,12.264,Mokshadharma Parva,0.25,,"""Tuladhara said, 'See with thy own eyes, O Jajali, who, viz., those th"
12.257,12.265,Mokshadharma Parva,0.24,,"""Bhishma said, 'In this connection is cited an old narrative of what w"
12.258,12.266,Mokshadharma Parva,0.20,,"""Yudhishthira said, 'Thou, O grandsire, art our highest preceptor in t"
12.259,12.267,Mokshadharma Parva,0.37,,"""Yudhishthira said, 'How, indeed, should the king protect his subjects"
12.260,12.268,Mokshadharma Parva,0.27,,"""Yudhishthira said, 'Thou hast already explained to me, O grandsire, h"
12.261,12.269,Mokshadharma Parva,0.27,,"""Kapila said, 'Beholding that all the fruits that are attainable by ac"
12.262,12.270,Mokshadharma Parva,0.07,,"""Kapila said, 'The Vedas are regarded as authoritative by all. People "
12.263,12.271,Mokshadharma Parva,0.48,,"""Yudhishthira said, 'The Vedas, O Bharata, discourse of Religion. Prof"
12.264,12.272,Mokshadharma Parva,0.41,,"""Yudhishthira said, 'Amongst the diverse kinds of sacrifices, all of w"
12.265,12.273,Mokshadharma Parva,0.03,,"""Yudhishthira said, 'By what means doth a man become sinful, by what d"
12.266,12.274,Mokshadharma Parva,0.07,,"""Yudhishthira said, 'Thou hast said, O grandsire, the Emancipation is "
12.267,12.275,Mokshadharma Parva,0.24,,"""Bhishma said, 'In this connection is cited the old narrative of the d"
12.268,12.276,Mokshadharma Parva,0.55,,"""Yudhishthira said, 'Cruel and sinful that we are, alas, we have slain"
12.269,12.277,Mokshadharma Parva,0.02,,"""Yudhishthira said, 'Time, that is fraught, with terror unto all creat"
12.270,12.278;12.279,Mokshadharma Parva,0.33,,"""Yudhishthira said, 'Of what behaviour must a man be, of what acts, of"
12.271,12.280,Mokshadharma Parva,0.28,,"""Usanas said, 'I bow to that divine and illustrious and puissant Being"
12.272,12.281,Mokshadharma Parva,0.50,,"""Yudhishthira said, 'How great was the love of virtue possessed by Vri"
12.273,12.282,Mokshadharma Parva,0.31,,"""Bhishma said, 'Listen, O king, to me as I tell thee the symptoms that"
12.274,12.283;12.284;12.285,Mokshadharma Parva,0.36,,"""Yudhishthira said, 'O grandsire, thou art possessed of great wisdom a"
12.275,12.286;12.287,Mokshadharma Parva,0.21,,"""Yudhishthira said, 'Tell me, O grandsire, what is Adhyatma with respe"
12.276,12.288,Mokshadharma Parva,0.34,,"""Yudhishthira said, 'Tell me, O grandsire, what is beneficial for one "
12.277,12.289,Mokshadharma Parva,0.30,,"""Yudhishthira said, 'How, O grandsire, should a king like us behave in"
12.278,12.290,Mokshadharma Parva,0.43,,"""Yudhishthira said, 'This curiosity, O sire, is always dwelling in my "
12.279,12.291,Mokshadharma Parva,0.13,,"""Yudhishthira said, 'O thou of mighty arms, tell me, after this what i"
12.280,12.292,Mokshadharma Parva,0.04,,"""Parasara said, 'That man who, having obtained this car, viz., his bod"
12.281,12.293,Mokshadharma Parva,0.40,,"""Parasara said, 'Nobody in this world does good to another. Nobody is "
12.282,12.294,Mokshadharma Parva,0.25,,"""Parasara said, 'The lowest order, it is proper, should derive their s"
12.283,12.295,Mokshadharma Parva,0.30,,"""Parasara said, 'In the Brahmana, wealth acquired by acceptance of gif"
12.284,12.296,Mokshadharma Parva,0.13,,"""Parasara said, 'I have now discoursed to thee on what the ordinances "
12.285,12.297,Mokshadharma Parva,0.48,,"""Janaka said, 'Whence, O great Rishi, does this difference of colour a"
12.286,12.298,Mokshadharma Parva,0.17,,"""Parasara said, 'The sires, the friends, the preceptor, and the spouse"
12.287,12.299,Mokshadharma Parva,0.10,,"""Bhishma said, 'Once again Janaka, the ruler of Mithila, questioned th"
12.288,12.300,Mokshadharma Parva,0.18,,"""Yudhishthira said, 'O grandsire, learned men praise truth, self-restr"
12.289,12.301,Mokshadharma Parva,0.19,,"""Yudhishthira said, 'It behoveth thee to explain to me, O sire, what t"
12.290,12.302,Mokshadharma Parva,0.26,,"YUDHISHTHIRA SAID, 'O king thou hast duly propounded unto me, in the w"
12.291,12.303,Mokshadharma Parva,0.28,,"""Yudhishthira said, 'What is that which is called Undeteriorating and "
12.292,12.304,Mokshadharma Parva,0.21,,"""'Vasishtha said, 'Thus in consequence of his forgetfulness the Soul f"
12.293,12.305,Mokshadharma Parva,0.13,,"""'Vasishtha said, 'It is thus, in consequence of his Ignorance and his"
12.294,12.306;12.307,Mokshadharma Parva,0.34,,"'""Janaka said, O holy one, it has been said that the relation between "
12.295,12.308,Mokshadharma Parva,0.32,,"""'Vasishtha said, I have thus far discoursed to thee on the Sankhya ph"
12.296,12.309,Mokshadharma Parva,0.15,,"""'Vasishtha said, Listen now to me as I discourse to thee on Buddhas ("
12.297,12.310,Mokshadharma Parva,0.29,,"""Bhishma said, 'Once on a time a king of Janaka's race, while ranging "
12.298,12.311,Mokshadharma Parva,0.18,,"""Yudhishthira said, 'It behoveth thee, O grandsire, to discourse to me"
12.299,12.312,Mokshadharma Parva,0.17,,"""Yajnavalkya said, Listen to me, O foremost of men, as I tell thee wha"
12.300,12.313,Mokshadharma Parva,0.18,,"""Yajnavalkya said, I have, one after another, told thee the order of t"
12.301,12.314,Mokshadharma Parva,0.56,,"'Yajnavalkya said, Brahmanas conversant with the topics of enquiry spe"
12.302,12.315,Mokshadharma Parva,0.36,,"""'Yajnavalkya said, These three, O foremost of men, (viz., Sattwa, Raj"
12.303,12.316,Mokshadharma Parva,0.23,,"""'Yajnavalkya said, That which is without attributes, O son, can never"
12.304,12.317,Mokshadharma Parva,0.16,,"""Yajnavalkya said, I have already spoken to thee of the science of the"
12.305,12.318,Mokshadharma Parva,0.14,,"'Yajnavalkya said, Listen now to me, with attention, O king, as to wha"
12.306,12.319,Mokshadharma Parva,0.38,,"""Yajnavalkya said, 'Thou hast asked me, O monarch, of that Supreme Bra"
12.307,12.320,Mokshadharma Parva,0.45,,"""Yudhishthira said, 'Having acquired great power and great wealth, and"
12.308,12.321,Mokshadharma Parva,0.30,,"""Yudhishthira said, 'Without abandoning the domestic mode of life, O r"
12.309,12.322,Mokshadharma Parva,0.09,,"""Yudhishthira said, 'How was Suka, the son of Vyasa, in days of old, w"
12.310,12.323;12.324,Mokshadharma Parva,0.35,,"""Yudhishthira said, 'If there is any efficacy in gifts, in sacrifices,"
12.311,12.325,Mokshadharma Parva,0.46,,"""Bhishma said. 'The son of Satyavati having obtained this high boon fr"
12.312,12.326,Mokshadharma Parva,0.32,,"""Bhishma said, 'Thinking of Emancipation, Suka approached his sire and"
12.313,12.327,Mokshadharma Parva,0.19,,"""Bhishma said, The next morning, king Janaka, O Bharata, accompanied b"
12.314,12.328,Mokshadharma Parva,0.38,,"""Bhishma said, 'Having heard these words of king Janaka, Suka of clean"
12.315,12.329,Mokshadharma Parva,0.31,,"""Bhishma said, 'Hearing these words of their preceptor, Vyasa's discip"
12.316,12.330,Mokshadharma Parva,0.14,,"""Bhishma said, 'After Vyasa had left the spot, Narada, traversing thro"
12.317,12.331,Mokshadharma Parva,0.00,,"""'Narada said, By listening to such scriptures as are blessed, as brin"
12.318,12.332,Mokshadharma Parva,0.16,,"""'Narada said, When the vicissitudes of happiness and sorrow appear or"
12.319,12.333,Mokshadharma Parva,0.46,,"""Bhishma said, Having ascended the summit of the mountain, O Bharata, "
12.320,12.334,Mokshadharma Parva,0.35,,"""Bhishma said, 'Having spoken in this way (unto all things), the regen"
12.321,12.335,Mokshadharma Parva,0.36,,"""Yudhishthira said, 'If a man be a house-holder or a Brahmacharin, a f"
12.322,12.336,Mokshadharma Parva,0.27,,"""Bhishma said, 'Addressed by Narayana, that foremost of beings, in the"
12.323,12.337,Mokshadharma Parva,0.32,,"""Bhishma said, 'Then upon the expiration of the great Kalpa, when the "
12.324,12.338,Mokshadharma Parva,0.26,,"""Yudhishthira said, 'When the great king Vasu was so wholly devoted to"
12.325,12.339,Mokshadharma Parva,0.17,,"""Bhishma said, 'Arrived at the spacious realm called White Island, the"
12.326,12.340,Mokshadharma Parva,0.47,,"""Bhishma said, 'Thus hymned with names that were not known to others, "
12.327,12.341,Mokshadharma Parva,0.44,,"Saunaka said, How is that illustrious god, viz., the puissant Narayana"
12.328,12.342,Mokshadharma Parva,0.37,,"Janamejaya said, ""O holy one, it behoveth thee to tell me the signific"
12.329,12.343,Mokshadharma Parva,0.38,,"""Arjuna said, 'How did Agni and Shoma, in days of yore, attain to unif"
12.330,12.343,Mokshadharma Parva,0.28,merged,"""Arjuna said, 'How did Agni and Shoma, in days of yore, attain to unif"
12.331,12.344,Mokshadharma Parva,0.31,,"Saunaka said, ""O Sauti, excellent is this narrative which thou hast re"
12.332,12.345,Mokshadharma Parva,0.39,,"""Nara and Narayana said, 'Deserving art thou of the highest praise, an"
12.333,12.346,Mokshadharma Parva,0.50,,"Vaisampayana said, ""On one occasion, while residing in the retreat of "
12.334,12.347,Mokshadharma Parva,0.41,,"Vaisampayana said, 'Having heard these words of Nara and Narayana, the"
12.335,12.348,Mokshadharma Parva,0.24,,"Janamejaya said, 'I have heard from thee the glory of the divine and S"
12.336,12.349,Mokshadharma Parva,0.36,,"Janamejaya said, ""The illustrious Hari becomes gracious unto them that"
12.337,12.350,Mokshadharma Parva,0.41,,"Janamejaya said, ""The Sankhya system, the Pancharatra scriptures, and "
12.338,12.351,Mokshadharma Parva,0.39,,"Janamejaya said, ""O regenerate one, are there many Purushas or is ther"
12.339,12.352,Mokshadharma Parva,0.23,,"'Brahma said,--'Listen, O son, as to how that Purusha is indicated. He"
12.340,12.353,Mokshadharma Parva,0.03,,"""Sauti said, 'After Vaisampayana had explained to king Janamejaya in t"
12.341,12.354,Mokshadharma Parva,0.17,,"""Bhishma said, 'In an excellent town called by the name of Mahapadma w"
12.342,12.354,Mokshadharma Parva,0.08,merged,"""Bhishma said, 'In an excellent town called by the name of Mahapadma w"
12.343,12.355,Mokshadharma Parva,0.28,,"""The guest continued, 'For all that, O Brahmana, I shall endeavour to "
12.344,12.356,Mokshadharma Parva,0.01,,"""The host replied, 'I have heard these words of thine, that are so con"
12.345,12.357,Mokshadharma Parva,0.29,,"""Bhishma said, 'Proceeding by many delightful forests and lakes and sa"
12.346,12.358,Mokshadharma Parva,0.29,,"""Bhishma continued, 'The Nagas of that city became exceedingly distres"
12.347,12.359,Mokshadharma Parva,0.22,,"""Bhishma said, 'Upon the expiry of the period of full fifteen days, th"
12.348,12.360,Mokshadharma Parva,0.13,,"""The Naga said, 'O thou of sweet smiles, for whom hast thou taken that"
12.349,12.361,Mokshadharma Parva,0.43,,"""Bhishma said, 'Having said these words unto his dear spouse, the chie"
12.350,12.362,Mokshadharma Parva,0.35,,"""The Brahmana said, 'Thou goest away for dragging the one-wheeled car "
12.351,12.363,Mokshadharma Parva,0.23,,"""Surya said, 'This Being is not the god of fire, he is not an Asura. N"
12.352,12.364,Mokshadharma Parva,0.00,,[NOTE: There was no section CCCLXIV in the source edition.--JBH] Note 
12.353,12.365,Mokshadharma Parva,0.17,,"""The Brahmana said, 'Without doubt, this is very wonderful, O Naga, I "
13.1,13.1,Anusasanika Parva,0.37,,"OM! HAVING BOWED down unto Narayana, and Nara the foremost of male bei"
13.2,13.2,Anusasanika Parva,0.45,,"""Yudhishthira said, 'O grandsire, O wisest of men, O thou that art lea"
13.3,13.3,Anusasanika Parva,0.43,,"""Yudhishthira said, 'If, O prince, Brahmanahood be so difficult of att"
13.4,13.4,Anusasanika Parva,0.50,,"""Bhishma said, 'Listen truly in detail, O son of Pritha, how in olden "
13.5,13.5,Anusasanika Parva,0.43,,"""Yudhishthira said, 'O thou that knowest the truths of religion, I wis"
13.6,13.6,Anusasanika Parva,0.20,,"""Yudhishthira said, 'Tell me, O learned sire that art versed in all th"
13.7,13.7,Anusasanika Parva,0.08,,"""Yudhishthira said, 'O the best of Bharata's race and the foremost of "
13.8,13.8,Anusasanika Parva,0.12,,"""Yudhishthira said, 'Who are deserving of worship? Who are they unto w"
13.9,13.9,Anusasanika Parva,0.08,,"""Yudhisthira said, 'O grandsire, O thou of great splendour, what do th"
13.10,13.10,Anusasanika Parva,0.24,,"""Yudhisthira said, 'I wish to know, O royal sage, whether any fault is"
13.11,13.11,Anusasanika Parva,0.37,,"""Yudhishthira said, 'Tell me, O grandsire, in what kind of man or woma"
13.12,13.12,Anusasanika Parva,0.19,,"""Yudhishthira said, 'It behoveth, O king to tell me truly which of the"
13.13,13.13,Anusasanika Parva,0.00,,"""Yudhishthira said, 'What should a man do in order to pass pleasantly "
13.14,13.14,Anusasanika Parva,0.36,,"""Yudhishthira said, 'O son of the River Ganga, thou hast heard all the"
13.15,13.15,Anusasanika Parva,0.20,,"""The blessed Krishna said, 'Bowing my head with great joy unto that ma"
13.16,13.16,Anusasanika Parva,0.28,,"""Upamanyu said, 'There was in the Krita age, O sire, a Rishi celebrate"
13.17,13.17,Anusasanika Parva,0.24,,"""Vasudeva said, 'Concentrating his mind, O Yudhishthira. the regenerat"
13.18,13.18,Anusasanika Parva,0.24,,"""Vaisampayana said, 'After Vasudeva had ceased to speak, the great Yog"
13.19,13.18,Anusasanika Parva,0.04,merged,"""Vaisampayana said, 'After Vasudeva had ceased to speak, the great Yog"
13.20,13.19,Anusasanika Parva,0.36,,"""Yudhishthira said, 'I ask, O chief of Bharata's race, what is the ori"
13.21,13.20,Anusasanika Parva,0.01,,"""Bhishma said, 'Thus commanded, the lady said,--Be it so. She then bro"
13.22,13.21,Anusasanika Parva,0.32,,"""Yudhishthira said, 'Tell me why had that lady no fear of Ashtavakra's"
13.23,13.22,Anusasanika Parva,0.20,,"""Yudhishthira said, 'Whom do the eternal Brahmanas strictly observing "
13.24,13.23,Anusasanika Parva,0.30,,"""Yudhishthira said, 'I desire thee, O grandsire, to tell me what the o"
13.25,13.24,Anusasanika Parva,0.20,,"""Yudhishthira said, 'O royal son of Bharata's race, it behoveth thee t"
13.26,13.25,Anusasanika Parva,0.42,,"""Yudhishthira said, 'It has been said that sojourns to sacred waters a"
13.27,13.26,Anusasanika Parva,0.41,,"""Vaisampayana said,--'Equal unto Vrihaspati in intelligence and Brahma"
13.28,13.27,Anusasanika Parva,0.50,,"""Yudhishthira said, 'Thou O grandsire, art endued with wisdom and know"
13.29,13.28,Anusasanika Parva,0.22,,"""Bhishma said, 'Thus addressed by Indra, Matanga of restrained vows an"
13.30,13.29,Anusasanika Parva,0.44,,"""Bhishma said, 'Thus advised by Indra, Matanga, observant of vows, ref"
13.31,13.30,Anusasanika Parva,0.49,,"""Yudhishthira said, 'I have heard this great narrative, O perpetuator "
13.32,13.31,Anusasanika Parva,0.41,,"""Yudhishthira said, 'What men, O chief of Bharata's race, are worthy o"
13.33,13.32;13.33,Anusasanika Parva,0.25,,"""Yudhishthira said,--'O grandsire, O thou of great wisdom, O thou that"
13.34,13.34,Anusasanika Parva,0.27,,"""Bhishma said, 'One should always offer the most reverent worship unto"
13.35,13.35,Anusasanika Parva,0.32,,"""Bhishma said, 'O blessed king, Brahmana, by birth alone, becomes an o"
13.36,13.36,Anusasanika Parva,0.12,,"""Bhishma said, 'In this connection is cited the old history of the dis"
13.37,13.37,Anusasanika Parva,0.21,,"""Yudhishthira said, 'Which amongst these three persons, O grandsire, s"
13.38,13.38,Anusasanika Parva,0.28,,"""Yudhishthira said, 'O best of the Bharatas, I wish to hear thee disco"
13.39,13.39,Anusasanika Parva,0.04,,"""Yudhishthira said, 'All men, O king, in this world, are seen to attac"
13.40,13.40,Anusasanika Parva,0.35,,"""Bhishma said, 'It is even so as thou sayest, O thou of mighty arms. T"
13.41,13.41,Anusasanika Parva,0.41,,"'Bhishma said, One day the chief of the celestials assuming a form of "
13.42,13.42,Anusasanika Parva,0.62,,"""Bhishma said, 'Having accomplished his preceptor's behest, Vipula pra"
13.43,13.43,Anusasanika Parva,0.19,,"""Bhishma said, 'Beholding his disciple returned from his mission, Deva"
13.44,13.44,Anusasanika Parva,0.32,,"""Yudhishthira said, ""Tell me of that, O grandsire, which is the root o"
13.45,13.45,Anusasanika Parva,0.36,,"""Yudhishthira said, 'If a person, after having given dowry for a maide"
13.46,13.46,Anusasanika Parva,0.29,,"""Bhishma said, They that are conversant with ancient history recite th"
13.47,13.47,Anusasanika Parva,0.36,,"""Yudhishthira said, 'Thou art fully conversant with the ordinances of "
13.48,13.48,Anusasanika Parva,0.44,,"""Yudhishthira said, 'Through inducements offered by wealth, or through"
13.49,13.49,Anusasanika Parva,0.56,,"""Bhishma said, 'A person that is born of an irregular union presents d"
13.50,13.50,Anusasanika Parva,0.36,,"""Yudhishthira said, 'What is the nature of the compassion or pity that"
13.51,13.51,Anusasanika Parva,0.50,,"""Bhishma said, 'King Nahusha hearing the pass to which Chyavana was re"
13.52,13.52,Anusasanika Parva,0.43,,"""Yudhishthira said, 'O thou of great wisdom, a doubt I have that is ve"
13.53,13.53,Anusasanika Parva,0.30,,"""Yudhishthira said, 'After the Rishi had disappeared, what did the kin"
13.54,13.54,Anusasanika Parva,0.49,,"""Bhishma said, 'When that night passed away, the high-souled king Kusi"
13.55,13.55,Anusasanika Parva,0.07,,"""Chyavana said, 'Do thou accept a boon from me. Do thou also, O chief "
13.56,13.56,Anusasanika Parva,0.39,,"""Chyavana said, 'I should certainly, O chief of men, tell you everythi"
13.57,13.57,Anusasanika Parva,0.31,,"""Yudhishthira said, 'Hearing thy words I become stupefied, O grandsire"
13.58,13.58;13.59,Anusasanika Parva,0.16,,"""Yudhishthira said, 'I desire, O chief of the Bharatas, to hear from t"
13.59,13.60,Anusasanika Parva,0.12,,"""Yudhishthira said, 'Unto which of two Brahmanas, when both happen to "
13.60,13.61,Anusasanika Parva,0.13,,"""Yudhishthira said, 'I wish to know in detail, O Bharata, where one me"
13.61,13.62,Anusasanika Parva,0.18,,"""Yudhishthira said, 'People accept with affection the declarations of "
13.62,13.63,Anusasanika Parva,0.06,,"""Yudhishthira said, 'When a king becomes desirous of making gifts in t"
13.63,13.64,Anusasanika Parva,0.43,,"""Yudhishthira said, 'I have heard the discourse regarding the ordinanc"
13.64,13.65,Anusasanika Parva,0.20,,"""Bhishma said, 'The illustrious Atri, the son of the Grandsire Brahman"
13.65,13.66,Anusasanika Parva,0.34,,"""Yudhishthira said, 'I desire to hear, O grandsire, what the merits ar"
13.66,13.67,Anusasanika Parva,0.35,,"""Yudhishthira said, 'I have heard, O sire, of the merits of the differ"
13.67,13.68,Anusasanika Parva,0.58,,"""Yudhishthira said, 'Do thou discourse to me once again, O grandsire, "
13.68,13.69,Anusasanika Parva,0.19,,"""Yudhishthira said, 'Do thou, O foremost one of Kuru's race, discourse"
13.69,13.70,Anusasanika Parva,0.50,,"""Bhishma said, 'In this connection, O perpetuator of Kuru's race, is r"
13.70,13.71,Anusasanika Parva,0.45,,"''Yudhishthira said, V sinless one, do thou discourse to me more in de"
13.71,13.72,Anusasanika Parva,0.21,,"""Yudhishthira said, 'Thou hast, O grandsire, discoursed to me the topi"
13.72,13.73,Anusasanika Parva,0.24,,"""The Grandsire said, 'The questions thou hast asked me in respect of k"
13.73,13.74,Anusasanika Parva,0.47,,"""Indra said, 'I wish to know, O Grandsire, what the end is that is att"
13.74,13.75,Anusasanika Parva,0.22,,"""Yudhishthira said, 'I have been greatly assured, O thou of puissance,"
13.75,13.76,Anusasanika Parva,0.18,,"""Yudhishthira said, 'I desire, O king, to hear thee discourse in detai"
13.76,13.77,Anusasanika Parva,0.37,,"""Vaisampayana said, 'King Yudhishthira endued with humility, once agai"
13.77,13.78,Anusasanika Parva,0.32,,"""Bhishma said, 'In days of yore, king Saudasa born of Ikshvaku's race,"
13.78,13.79,Anusasanika Parva,0.22,,"""Vasishtha said, 'The kine that had been created in a former age pract"
13.79,13.80,Anusasanika Parva,0.13,,"""Vasishtha said, 'Kine are yielders of ghee and milk. They are the sou"
13.80,13.81,Anusasanika Parva,0.29,,"""Yudhishthira said, 'Tell me, O grandsire, what is that which is the m"
13.81,13.82,Anusasanika Parva,0.05,,"""Yudhishthira said, 'I have heard that the dung of the cow is endued w"
13.82,13.83,Anusasanika Parva,0.33,,"""Bhishma said, 'They who make gifts of kine, and who subsist upon the "
13.83,13.84,Anusasanika Parva,0.28,,"""Yudhishthira said, 'Thou hast, O grandsire, discoursed to me on the g"
13.84,13.84,Anusasanika Parva,0.17,merged,"""Yudhishthira said, 'Thou hast, O grandsire, discoursed to me on the g"
13.85,13.85,Anusasanika Parva,0.36,,"'The Deities said, 'The Asura named Taraka who has received boons from"
13.86,13.86,Anusasanika Parva,0.43,,"""Yudhishthira said, 'Thou hast, O grandsire, discoursed to me, in deta"
13.87,13.87,Anusasanika Parva,0.30,,"""Yudhishthira said, 'Thou hast discoursed to me, O thou of righteous s"
13.88,13.88,Anusasanika Parva,0.40,,"""Yudhishthira said, 'O thou of great puissance, tell me what that obje"
13.89,13.89,Anusasanika Parva,0.52,,"""Bhishma continued, 'Listen to me, O Yudhishthira, as I tell thee what"
13.90,13.90,Anusasanika Parva,0.35,,"""Yudhishthira said, 'It behoves thee, O foremost one of Kuru's race, t"
13.91,13.91,Anusasanika Parva,0.34,,"""Yudhishthira said, 'By whom was the Sraddha first conceived and at wh"
13.92,13.92,Anusasanika Parva,0.37,,"""Bhishma said, 'After Nimi had acted in the way described above, all t"
13.93,13.92,Anusasanika Parva,0.02,merged,"""Bhishma said, 'After Nimi had acted in the way described above, all t"
13.94,13.92,Anusasanika Parva,0.05,merged,"""Bhishma said, 'After Nimi had acted in the way described above, all t"
13.95,13.93,Anusasanika Parva,0.45,,"""Yudhishthira said, 'If Brahmanas that are in the observance of a vow "
13.96,13.94,Anusasanika Parva,0.40,,"""Bhishma said, ""In this connection is cited the old history of the oat"
13.97,13.95,Anusasanika Parva,0.43,,"""Yudhishthira said, 'O chief of Bharata's rare, by whom was the custom"
13.98,13.96,Anusasanika Parva,0.39,,"""Yudhishthira said, 'What did that foremost of ascetics, viz., Jamadag"
13.99,13.96,Anusasanika Parva,0.05,merged,"""Yudhishthira said, 'What did that foremost of ascetics, viz., Jamadag"
13.100,13.97,Anusasanika Parva,0.21,,"""Yudhishthira said, 'O foremost one of Bharata's race, do thou relate "
13.101,13.98,Anusasanika Parva,0.40,,"""Yudhishthira said, 'Of what kind is the gift of light, O chief of Bha"
13.102,13.99,Anusasanika Parva,0.41,,"""Yudhishthira said, 'I have, O chief of the Bharatas, heard what the m"
13.103,13.100,Anusasanika Parva,0.40,,"""Yudhishthira said, 'How was Nahusha plunged into distress? How was he"
13.104,13.101,Anusasanika Parva,0.33,,"""Yudhishthira said, 'Where do those foolish, wretched, and sinful men "
13.105,13.102,Anusasanika Parva,0.39,,"""Yudhishthira said, 'O grandsire, it has been said that all pious men "
13.106,13.103,Anusasanika Parva,0.36,,"""Yudhishthira said, 'Thou hast discoursed to us on diverse kinds of gi"
13.107,13.104,Anusasanika Parva,0.12,,"""Yudhishthira said, 'Man, it is said, is endued with a period of life "
13.108,13.105,Anusasanika Parva,0.38,,"""Yudhishthira said, 'Tell me, O chief of Bharata's race, how the eldes"
13.109,13.106,Anusasanika Parva,0.36,,"""Yudhishthira said, 'The disposition is seen, O grandsire, in all the "
13.110,13.107,Anusasanika Parva,0.34,,"""Yudhishthira said, 'O high-souled grandsire, thou hast duly discourse"
13.111,13.108,Anusasanika Parva,0.52,,"""Yudhishthira said, 'Do thou tell me, O grandsire, of that which is re"
13.112,13.109;13.110;13.111,Anusasanika Parva,0.19,,"""Yudhishthira said, 'It behoveth thee, O grandsire, to tell me what ar"
13.113,13.112,Anusasanika Parva,0.04,,"""Yudhishthira said, 'Thou hast told me, O regenerate one, what the end"
13.114,13.113,Anusasanika Parva,0.03,,"""Yudhishthira said, 'Abstention from injury, the observance of the Ved"
13.115,13.114,Anusasanika Parva,0.08,,"""Vaisampayana said, 'After this, king Yudhishthira, endued with great "
13.116,13.115,Anusasanika Parva,0.19,,"""Yudhishthira said, 'Thou hast told it many times that abstention from"
13.117,13.116,Anusasanika Parva,0.27,,"""Yudhishthira said, 'Alas, those cruel men, who, discarding diverse ki"
